3.5.1.deamination	18	13	0	0	2.1772	CO(NH2)-COOH + H2O ---> COOH-COOH + NH3(aq)
2.7.2.phosph_transfer	18	29	-1	0	8.63	CO(NH2)-COOH + ATP ---> CO(NH2)-COp + ADP
6.3.1.Acid-Ammonia-Ligation	18	31	-1	0	-24.25	CO(NH2)-COOH + ATP + NH3(aq) ---> CO(NH2)-CO(NH2) + ADP + Pi
1.2.1.oxidation	19	14	0	1	-49.1857	CHO-CHO + NAD_ox + H2O ---> CHO-COOH + NAD_red
1.2.1.oxidation	19	21	0	1	-2.57	CHO-CHO + NAD_ox + Pi ---> CHO-COp + NAD_red
2.6.1.transaminase	19	22	0	0	-10.985	CHO-CHO + NH2donor ---> CHO-CH2(NH2) + NH2acceptor
3.1.3.Phydrolysis	20	8	0	0	-10.332	CHO-CH2p + H2O ---> CHO-CH2(OH) + Pi
1.2.1.oxidation	20	15	0	1	-47.362	CHO-CH2p + NAD_ox + H2O ---> COOH-CH2p + NAD_red
1.2.1.oxidation	20	25	0	1	-2.57	CHO-CH2p + NAD_ox + Pi ---> CH2p-COp + NAD_red
2.6.1.transaminase	20	26	0	0	-10.985	CHO-CH2p + NH2donor ---> CH2(NH2)-CH2p + NH2acceptor
3.6.1.Phydrolysis_Anhydr	21	14	0	0	-46.6157	CHO-COp + H2O ---> CHO-COOH + Pi
1.2.1.oxidation	21	16	0	1	-47.362	CHO-COp + NAD_ox + H2O ---> COOH-COp + NAD_red
2.6.1.transaminase	21	28	0	0	-10.985	CHO-COp + NH2donor ---> CH2(NH2)-COp + NH2acceptor
1.2.1.oxidation	22	17	0	1	-46.9713	CHO-CH2(NH2) + NAD_ox + H2O ---> CH2(NH2)-COOH + NAD_red
1.2.1.oxidation	22	28	0	1	-2.57	CHO-CH2(NH2) + NAD_ox + Pi ---> CH2(NH2)-COp + NAD_red
3.5.1.deamination	23	14	0	0	-13.7357	CHO-CO(NH2) + H2O ---> CHO-COOH + NH3(aq)
1.2.1.oxidation	23	18	0	1	-47.362	CHO-CO(NH2) + NAD_ox + H2O ---> CO(NH2)-COOH + NAD_red
1.2.1.oxidation	23	29	0	1	-2.57	CHO-CO(NH2) + NAD_ox + Pi ---> CO(NH2)-COp + NAD_red
2.6.1.transaminase	23	30	0	0	-10.985	CHO-CO(NH2) + NH2donor ---> CH2(NH2)-CO(NH2) + NH2acceptor
3.1.3.Phydrolysis	24	9	0	0	-10.332	CH2p-CH2p + H2O ---> CH2(OH)-CH2p + Pi
3.1.3.Phydrolysis	25	10	0	0	-10.332	CH2p-COp + H2O ---> CH2(OH)-COp + Pi
3.6.1.Phydrolysis_Anhydr	25	15	0	0	-44.792	CH2p-COp + H2O ---> COOH-CH2p + Pi
3.1.3.Phydrolysis	26	11	0	0	-10.332	CH2(NH2)-CH2p + H2O ---> CH2(NH2)-CH2(OH) + Pi
3.1.3.Phydrolysis	27	12	0	0	-10.332	CO(NH2)-CH2p + H2O ---> CH2(OH)-CO(NH2) + Pi
3.5.1.deamination	27	15	0	0	-11.912	CO(NH2)-CH2p + H2O ---> COOH-CH2p + NH3(aq)
3.6.1.Phydrolysis_Anhydr	28	17	0	0	-44.4013	CH2(NH2)-COp + H2O ---> CH2(NH2)-COOH + Pi
3.5.1.deamination	29	16	0	0	-11.912	CO(NH2)-COp + H2O ---> COOH-COp + NH3(aq)
3.6.1.Phydrolysis_Anhydr	29	18	0	0	-44.792	CO(NH2)-COp + H2O ---> CO(NH2)-COOH + Pi
3.5.1.deamination	30	17	0	0	-11.5213	CH2(NH2)-CO(NH2) + H2O ---> CH2(NH2)-COOH + NH3(aq)
3.5.1.deamination	31	18	0	0	-11.912	CO(NH2)-CO(NH2) + H2O ---> CO(NH2)-COOH + NH3(aq)
1.1.1.oxidation	32	34	0	1	29.2809	CH3-CH2-CH2(OH) + NAD_ox ---> CH3-CH2-CHO + NAD_red
2.7.1.phosph_transfer	32	35	-1	0	-23.3191	CH3-CH2-CH2(OH) + ATP ---> CH3-CH2-CH2p + ADP
1.3.1.oxidation	32	76	0	1	37.8109	CH3-CH2-CH2(OH) + NAD_ox ---> CH3-CH=CH(OH) + NAD_red
1.3.1.oxidation	32	122	0	1	72.3309	CH3-CH2-CH2(OH) + NAD_ox ---> CH2=CH-CH2(OH) + NAD_red
2.7.2.phosph_transfer	33	36	-1	0	10.11	CH3-CH2-COOH + ATP ---> CH3-CH2-COp + ADP
6.3.1.Acid-Ammonia-Ligation	33	37	-1	0	-22.81	CH3-CH2-COOH + ATP + NH3(aq) ---> CH3-CH2-CO(NH2) + ADP + Pi
4.2.1.dehydration	33	77	0	0	248.062	CH3-CH2-COOH ---> CH3-CH=CO + H2O
1.3.1.oxidation	33	164	0	1	71.43	CH3-CH2-COOH + NAD_ox ---> CH2=CH-COOH + NAD_red
1.2.1.oxidation	34	33	0	1	-50.712	CH3-CH2-CHO + NAD_ox + H2O ---> CH3-CH2-COOH + NAD_red
1.2.1.oxidation	34	36	0	1	-4.44	CH3-CH2-CHO + NAD_ox + Pi ---> CH3-CH2-COp + NAD_red
1.3.1.oxidation	34	201	0	1	67.95	CH3-CH2-CHO + NAD_ox ---> CH2=CH-CHO + NAD_red
3.1.3.Phydrolysis	35	32	0	0	-12.8429	CH3-CH2-CH2p + H2O ---> CH3-CH2-CH2(OH) + Pi
1.3.1.oxidation	35	78	0	1	61.07	CH3-CH2-CH2p + NAD_ox ---> CH3-CH=CHp + NAD_red
1.3.1.oxidation	35	233	0	1	69.82	CH3-CH2-CH2p + NAD_ox ---> CH2=CH-CH2p + NAD_red
3.6.1.Phydrolysis_Anhydr	36	33	0	0	-46.272	CH3-CH2-COp + H2O ---> CH3-CH2-COOH + Pi
1.3.1.oxidation	36	259	0	1	69.82	CH3-CH2-COp + NAD_ox ---> CH2=CH-COp + NAD_red
3.5.1.deamination	37	33	0	0	-13.352	CH3-CH2-CO(NH2) + H2O ---> CH3-CH2-COOH + NH3(aq)
1.3.1.oxidation	37	294	0	1	69.86	CH3-CH2-CO(NH2) + NAD_ox ---> CH2=CH-CO(NH2) + NAD_red
5.3.2.tautomerism	38	2	0	0	-37	CH2=CH(OH) ---> CH3-CHO
1.1.1.oxidation	38	39	0	1	188.822	CH2=CH(OH) + NAD_ox ---> CH2=CO + NAD_red
2.7.1.phosph_transfer	38	40	-1	0	-0.0611339	CH2=CH(OH) + ATP ---> CH2=CHp + ADP
2.7.1.phosph_transfer	40	2	1	0	-36.9389	CH2=CHp + ADP ---> CH3-CHO + ATP
2.7.9.phosph_transfer	40	2	1	0	-2.94887	CH2=CHp + AMP + Pi ---> CH3-CHO + ATP + H2O
2.7.9.phosph_transfer	40	2	1	0	-25.7209	CH2=CHp + AMP + PPi ---> CH3-CHO + ATP + Pi
3.1.3.Phydrolysis	40	38	0	0	-36.1009	CH2=CHp + H2O ---> CH2=CH(OH) + Pi
1.1.1.oxidation	41	52	0	1	5.18772	CH3-CH(OH)-CH3 + NAD_ox ---> CH3-CO-CH3 + NAD_red
2.7.1.phosph_transfer	41	61	-1	0	-13.8791	CH3-CH(OH)-CH3 + ATP ---> CH3-CHp-CH3 + ADP
4.2.1.dehydration	42	34	0	0	-22.838	CH3-CH(OH)-CH2(OH) ---> CH3-CH2-CHO + H2O
1.1.1.oxidation	42	44	0	1	32.19	CH3-CH(OH)-CH2(OH) + NAD_ox ---> CH3-CH(OH)-CHO + NAD_red
2.7.1.phosph_transfer	42	45	-1	0	-27.6	CH3-CH(OH)-CH2(OH) + ATP ---> CH3-CH(OH)-CH2p + ADP
4.2.1.dehydration	42	52	0	0	-56.3512	CH3-CH(OH)-CH2(OH) ---> CH3-CO-CH3 + H2O
1.1.1.oxidation	42	53	0	1	17.13	CH3-CH(OH)-CH2(OH) + NAD_ox ---> CH3-CO-CH2(OH) + NAD_red
2.7.1.phosph_transfer	42	62	-1	0	-8.76	CH3-CH(OH)-CH2(OH) + ATP ---> CH3-CHp-CH2(OH) + ADP
4.2.1.dehydration	42	76	0	0	-14.308	CH3-CH(OH)-CH2(OH) ---> CH3-CH=CH(OH) + H2O
4.2.1.dehydration	42	79	0	0	-12.228	CH3-CH(OH)-CH2(OH) ---> CH2=C(OH)-CH3 + H2O
4.2.1.dehydration	42	122	0	0	20.212	CH3-CH(OH)-CH2(OH) ---> CH2=CH-CH2(OH) + H2O
4.1.1.decarboxylation	43	0	0	0	-14.797	CH3-CH(OH)-COOH + H2O ---> CH3-CH2(OH) + CO2(aq)
1.1.1.oxidation	43	2	0	1	7.5007	CH3-CH(OH)-COOH + NAD_ox + H2O ---> CH3-CHO + CO2(aq) + NAD_red
2.7.2.phosph_transfer	43	46	-1	0	21.8991	CH3-CH(OH)-COOH + ATP ---> CH3-CH(OH)-COp + ADP
6.3.1.Acid-Ammonia-Ligation	43	48	-1	0	-23.5809	CH3-CH(OH)-COOH + ATP + NH3(aq) ---> CH3-CH(OH)-CO(NH2) + ADP + Pi
1.1.1.oxidation	43	54	0	1	24.1077	CH3-CH(OH)-COOH + NAD_ox ---> CH3-CO-COOH + NAD_red
4.2.1.dehydration	43	55	0	0	63.9211	CH3-CH(OH)-COOH ---> CH3-CO-CHO + H2O
2.7.1.phosph_transfer	43	63	-1	0	-10.0709	CH3-CH(OH)-COOH + ATP ---> CH3-CHp-COOH + ADP
4.2.1.dehydration	43	81	0	0	229.481	CH3-CH(OH)-COOH ---> CH3-C(OH)=CO + H2O
4.2.1.dehydration	43	164	0	0	19.0311	CH3-CH(OH)-COOH ---> CH2=CH-COOH + H2O
1.2.1.oxidation	44	43	0	1	-53.3411	CH3-CH(OH)-CHO + NAD_ox + H2O ---> CH3-CH(OH)-COOH + NAD_red
1.2.1.oxidation	44	46	0	1	4.72	CH3-CH(OH)-CHO + NAD_ox + Pi ---> CH3-CH(OH)-COp + NAD_red
2.6.1.transaminase	44	47	0	0	-16.295	CH3-CH(OH)-CHO + NH2donor ---> CH3-CH(OH)-CH2(NH2) + NH2acceptor
1.1.1.oxidation	44	55	0	1	10.58	CH3-CH(OH)-CHO + NAD_ox ---> CH3-CO-CHO + NAD_red
2.7.1.phosph_transfer	44	64	-1	0	-16.25	CH3-CH(OH)-CHO + ATP ---> CH3-CHp-CHO + ADP
4.2.1.dehydration	44	77	0	0	142.322	CH3-CH(OH)-CHO ---> CH3-CH=CO + H2O
4.2.1.dehydration	44	201	0	0	12.922	CH3-CH(OH)-CHO ---> CH2=CH-CHO + H2O
3.1.3.Phydrolysis	45	42	0	0	-8.562	CH3-CH(OH)-CH2p + H2O ---> CH3-CH(OH)-CH2(OH) + Pi
1.1.1.oxidation	45	56	0	1	17.74	CH3-CH(OH)-CH2p + NAD_ox ---> CH3-CO-CH2p + NAD_red
5.4.2.isomerization	45	62	0	0	18.84	CH3-CH(OH)-CH2p ---> CH3-CHp-CH2(OH)
2.7.1.phosph_transfer	45	65	-1	0	-7.19	CH3-CH(OH)-CH2p + ATP ---> CH3-CHp-CH2p + ADP
4.2.1.dehydration	45	78	0	0	13.232	CH3-CH(OH)-CH2p ---> CH3-CH=CHp + H2O
4.2.1.dehydration	45	233	0	0	21.982	CH3-CH(OH)-CH2p ---> CH2=CH-CH2p + H2O
3.6.1.Phydrolysis_Anhydr	46	43	0	0	-58.0611	CH3-CH(OH)-COp + H2O ---> CH3-CH(OH)-COOH + Pi
1.1.1.oxidation	46	57	0	1	3.29	CH3-CH(OH)-COp + NAD_ox ---> CH3-CO-COp + NAD_red
2.7.1.phosph_transfer	46	66	-1	0	-23.54	CH3-CH(OH)-COp + ATP ---> CH3-CHp-COp + ADP
4.2.1.dehydration	46	259	0	0	5.632	CH3-CH(OH)-COp ---> CH2=CH-COp + H2O
1.1.1.oxidation	47	58	0	1	15.89	CH3-CH(OH)-CH2(NH2) + NAD_ox ---> CH3-CO-CH2(NH2) + NAD_red
2.7.1.phosph_transfer	47	67	-1	0	-10.94	CH3-CH(OH)-CH2(NH2) + ATP ---> CH3-CHp-CH2(NH2) + ADP
3.5.1.deamination	48	43	0	0	-12.5811	CH3-CH(OH)-CO(NH2) + H2O ---> CH3-CH(OH)-COOH + NH3(aq)
1.1.1.oxidation	48	59	0	1	15.89	CH3-CH(OH)-CO(NH2) + NAD_ox ---> CH3-CO-CO(NH2) + NAD_red
2.7.1.phosph_transfer	48	68	-1	0	-10.94	CH3-CH(OH)-CO(NH2) + ATP ---> CH3-CHp-CO(NH2) + ADP
4.2.1.dehydration	48	294	0	0	18.232	CH3-CH(OH)-CO(NH2) ---> CH2=CH-CO(NH2) + H2O
5.3.2.tautomerism	49	8	0	0	-1.99	CH(OH)=CH(OH) ---> CHO-CH2(OH)
1.1.1.oxidation	49	50	0	1	188.82	CH(OH)=CH(OH) + NAD_ox ---> CO=CH(OH) + NAD_red
2.7.1.phosph_transfer	49	51	-1	0	-0.06	CH(OH)=CH(OH) + ATP ---> CH(OH)=CHp + ADP
5.3.2.tautomerism	50	19	0	0	-165.91	CO=CH(OH) ---> CHO-CHO
2.7.1.phosph_transfer	50	60	-1	0	-0.06	CO=CH(OH) + ATP ---> CO=CHp + ADP
2.7.1.phosph_transfer	51	8	1	0	-1.93	CH(OH)=CHp + ADP ---> CHO-CH2(OH) + ATP
2.7.9.phosph_transfer	51	8	1	0	32.06	CH(OH)=CHp + AMP + Pi ---> CHO-CH2(OH) + ATP + H2O
2.7.9.phosph_transfer	51	8	1	0	9.288	CH(OH)=CHp + AMP + PPi ---> CHO-CH2(OH) + ATP + Pi
5.3.2.tautomerism	51	20	0	0	-27.76	CH(OH)=CHp ---> CHO-CH2p
3.1.3.Phydrolysis	51	49	0	0	-36.102	CH(OH)=CHp + H2O ---> CH(OH)=CH(OH) + Pi
1.1.1.oxidation	51	60	0	1	188.82	CH(OH)=CHp + NAD_ox ---> CO=CHp + NAD_red
2.7.1.phosph_transfer	51	69	-1	0	-0.06	CH(OH)=CHp + ATP ---> CHp=CHp + ADP
5.3.1.isomerization	53	44	0	0	15.06	CH3-CO-CH2(OH) ---> CH3-CH(OH)-CHO
1.1.1.oxidation	53	55	0	1	25.64	CH3-CO-CH2(OH) + NAD_ox ---> CH3-CO-CHO + NAD_red
2.7.1.phosph_transfer	53	56	-1	0	-26.99	CH3-CO-CH2(OH) + ATP ---> CH3-CO-CH2p + ADP
2.6.1.transaminase	53	70	0	0	19.525	CH3-CO-CH2(OH) + NH2donor ---> CH3-CH(NH2)-CH2(OH) + NH2acceptor
4.1.1.decarboxylation	54	2	0	0	-16.607	CH3-CO-COOH + H2O ---> CH3-CHO + CO2(aq)
2.7.2.phosph_transfer	54	57	-1	0	1.08144	CH3-CO-COOH + ATP ---> CH3-CO-COp + ADP
6.3.1.Acid-Ammonia-Ligation	54	59	-1	0	-31.7986	CH3-CO-COOH + ATP + NH3(aq) ---> CH3-CO-CO(NH2) + ADP + Pi
2.6.1.transaminase	54	71	0	0	3.80942	CH3-CO-COOH + NH2donor ---> CH3-CH(NH2)-COOH + NH2acceptor
6.4.1.P_carboxylation	54	914	-1	0	-8.82466	CH3-CO-COOH + CO2(aq) + ATP ---> COOH-CH2-CO-COOH + ADP + Pi
1.2.1.oxidation	55	54	0	1	-39.8134	CH3-CO-CHO + NAD_ox + H2O ---> CH3-CO-COOH + NAD_red
1.2.1.oxidation	55	57	0	1	-2.57	CH3-CO-CHO + NAD_ox + Pi ---> CH3-CO-COp + NAD_red
2.6.1.transaminase	55	58	0	0	-10.985	CH3-CO-CHO + NH2donor ---> CH3-CO-CH2(NH2) + NH2acceptor
2.6.1.transaminase	55	72	0	0	10.305	CH3-CO-CHO + NH2donor ---> CH3-CH(NH2)-CHO + NH2acceptor
3.1.3.Phydrolysis	56	53	0	0	-9.172	CH3-CO-CH2p + H2O ---> CH3-CO-CH2(OH) + Pi
2.6.1.transaminase	56	73	0	0	12.205	CH3-CO-CH2p + NH2donor ---> CH3-CH(NH2)-CH2p + NH2acceptor
3.6.1.Phydrolysis_Anhydr	57	54	0	0	-37.2434	CH3-CO-COp + H2O ---> CH3-CO-COOH + Pi
2.6.1.transaminase	57	74	0	0	10.305	CH3-CO-COp + NH2donor ---> CH3-CH(NH2)-COp + NH2acceptor
5.4.3.amino-iso	58	72	0	0	21.29	CH3-CO-CH2(NH2) ---> CH3-CH(NH2)-CHO
3.5.1.deamination	59	54	0	0	-4.36344	CH3-CO-CO(NH2) + H2O ---> CH3-CO-COOH + NH3(aq)
2.6.1.transaminase	59	75	0	0	10.305	CH3-CO-CO(NH2) + NH2donor ---> CH3-CH(NH2)-CO(NH2) + NH2acceptor
2.7.1.phosph_transfer	60	19	1	0	-165.85	CO=CHp + ADP ---> CHO-CHO + ATP
2.7.9.phosph_transfer	60	19	1	0	-131.86	CO=CHp + AMP + Pi ---> CHO-CHO + ATP + H2O
2.7.9.phosph_transfer	60	19	1	0	-154.632	CO=CHp + AMP + PPi ---> CHO-CHO + ATP + Pi
3.1.3.Phydrolysis	60	50	0	0	-36.102	CO=CHp + H2O ---> CO=CH(OH) + Pi
3.1.3.Phydrolysis	61	41	0	0	-22.2829	CH3-CHp-CH3 + H2O ---> CH3-CH(OH)-CH3 + Pi
3.1.3.Phydrolysis	62	42	0	0	-27.402	CH3-CHp-CH2(OH) + H2O ---> CH3-CH(OH)-CH2(OH) + Pi
1.1.1.oxidation	62	64	0	1	24.7	CH3-CHp-CH2(OH) + NAD_ox ---> CH3-CHp-CHO + NAD_red
2.7.1.phosph_transfer	62	65	-1	0	-26.03	CH3-CHp-CH2(OH) + ATP ---> CH3-CHp-CH2p + ADP
4.2.1.dehydration	62	83	0	0	-3.528	CH3-CHp-CH2(OH) ---> CH2=Cp-CH3 + H2O
4.1.1.decarboxylation	63	3	0	0	-33.053	CH3-CHp-COOH + H2O ---> CH3-CH2p + CO2(aq)
3.1.3.Phydrolysis	63	43	0	0	-26.0911	CH3-CHp-COOH + H2O ---> CH3-CH(OH)-COOH + Pi
5.4.2.isomerization	63	46	0	0	31.97	CH3-CHp-COOH ---> CH3-CH(OH)-COp
2.7.2.phosph_transfer	63	66	-1	0	8.43	CH3-CHp-COOH + ATP ---> CH3-CHp-COp + ADP
6.3.1.Acid-Ammonia-Ligation	63	68	-1	0	-24.45	CH3-CHp-COOH + ATP + NH3(aq) ---> CH3-CHp-CO(NH2) + ADP + Pi
4.2.1.dehydration	63	85	0	0	239.492	CH3-CHp-COOH ---> CH3-Cp=CO + H2O
3.1.3.Phydrolysis	64	44	0	0	-19.912	CH3-CHp-CHO + H2O ---> CH3-CH(OH)-CHO + Pi
1.2.1.oxidation	64	63	0	1	-47.162	CH3-CHp-CHO + NAD_ox + H2O ---> CH3-CHp-COOH + NAD_red
1.2.1.oxidation	64	66	0	1	-2.57	CH3-CHp-CHO + NAD_ox + Pi ---> CH3-CHp-COp + NAD_red
2.6.1.transaminase	64	67	0	0	-10.985	CH3-CHp-CHO + NH2donor ---> CH3-CHp-CH2(NH2) + NH2acceptor
3.1.3.Phydrolysis	65	45	0	0	-28.972	CH3-CHp-CH2p + H2O ---> CH3-CH(OH)-CH2p + Pi
3.1.3.Phydrolysis	65	62	0	0	-10.132	CH3-CHp-CH2p + H2O ---> CH3-CHp-CH2(OH) + Pi
3.1.3.Phydrolysis	66	46	0	0	-12.622	CH3-CHp-COp + H2O ---> CH3-CH(OH)-COp + Pi
3.6.1.Phydrolysis_Anhydr	66	63	0	0	-44.592	CH3-CHp-COp + H2O ---> CH3-CHp-COOH + Pi
3.1.3.Phydrolysis	67	47	0	0	-25.222	CH3-CHp-CH2(NH2) + H2O ---> CH3-CH(OH)-CH2(NH2) + Pi
3.1.3.Phydrolysis	68	48	0	0	-25.222	CH3-CHp-CO(NH2) + H2O ---> CH3-CH(OH)-CO(NH2) + Pi
3.5.1.deamination	68	63	0	0	-11.712	CH3-CHp-CO(NH2) + H2O ---> CH3-CHp-COOH + NH3(aq)
2.7.1.phosph_transfer	69	20	1	0	-27.7	CHp=CHp + ADP ---> CHO-CH2p + ATP
2.7.9.phosph_transfer	69	20	1	0	6.29	CHp=CHp + AMP + Pi ---> CHO-CH2p + ATP + H2O
2.7.9.phosph_transfer	69	20	1	0	-16.482	CHp=CHp + AMP + PPi ---> CHO-CH2p + ATP + Pi
